고유번호,언어,상호명,콘텐츠URL,주소,신주소,전화번호,웹사이트,운영시간,교통정보,홈페이지 언어,대표메뉴
12115,ko,양마니(청담점) ,https://korean.visitseoul.net/restaurants/양마니청담점/KOP012115?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP012115,135-948 서울 강남구 청담동 1-14 정우빌딩 1층,06062 서울 강남구 도산대로56길 16 ,02-542-9263,,,7호선 강남구청역 4번 출구   ,,"특양구이, 양밥, 대창구이"
3473,ko,마도,https://korean.visitseoul.net/restaurants/마도1/KOP003469?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP003469,150-891 서울 영등포구 여의도동 45-5 45-5,"07332 서울 영등포구 의사당대로1길 11 (여의도동, 메종리브르오피스텔) ",02-784-2660,,매일 11:30 ~ 22:00,9호선 샛강역 1번 출구 ,,"해물야끼우동, 소고기야끼우동, 알밥"
3475,ko,성민촌,https://korean.visitseoul.net/restaurants/성민촌1/KOP003475?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP003475,150-708 서울 영등포구 여의도동 25-3 ,"07327 서울 영등포구 여의나루로 71 (여의도동, 동화빌딩) 지하 1층",02-780-6262,,"매일 11:00~16:00, 17:00~22:00","9호선, 5호선 여의도역 4번 출구 ",,"해물국수전골, 소고기국수전골, 만두전골"
3188,ko,아따블르 ,https://korean.visitseoul.net/restaurants/아따블르/KOP003188?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP003188, 서울 종로구 팔판동 20 ,03054 서울 종로구 팔판길 36 (팔판동) ,02-736-1048,,월~토 12:00 ~ 15:00 / 18:00 - 21:00,3호선 안국역 2번 출구   ,,
13733,ko,빈스빈스,https://korean.visitseoul.net/restaurants/빈스빈스/KOP013731?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013731,110-230 서울 종로구 삼청동 119-2 119-2,03049 서울 종로구 삼청로9길 3-1 (삼청동) ,02-736-7799,http://www.beansbins.com,"일~목 :09:30~22:30  금, 토 : 09:30~23:00",3호선 안국 1번 출구 ,,커피
14698,ko,만수의정원,https://korean.visitseoul.net/restaurants/만수의정원-K/KOP014695?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP014695,110-200 서울특별시 종로구 소격동 24-1,03053 서울특별시 종로구 북촌로5가길 35-2 (소격동) ,02-720-8900,,11:00 ~ 21:00 ,3호선 안국역 1번 출구  ,,일반한식
6661,ko,폴앤폴리나,https://korean.visitseoul.net/restaurants/폴앤폴리나-KR/KOP006661?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006661, 서울특별시 마포구 연희동 125-7 ,03703 서울특별시 서대문구 연희로11길 56  ,02-333-0185,,매일 11:00 ~ 18:00  ,2호선 홍대입구역 9번 출구  ,,베이커리
4587,ko,서궁,https://korean.visitseoul.net/restaurants/서궁/KOP004585?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004585, 서울 영등포구 여의도동 43-4 43-3,"07333 서울 영등포구 국제금융로 86 (여의도동, 롯데캐슬 아이비) 지하 1층",02-780-7548,,월~금 11:00 ~ 15:00 / 16:30 ~ 22:00 토 11:00 ~ 15:30 / 16:30 ~ 21:00,9호선 샛강역 2번 출구  ,,"오향장육, 소고기군만두, 삼선볶음밥, 탕수육"
13700,ko,주,https://korean.visitseoul.net/restaurants/주/KOP013696?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013696,137-060 서울특별시 서초구 방배동 795-5,06561 서울특별시 서초구 동광로19길 16 (방배동) ,010-5836-3374,,화~금 11:30 ~ 15:00 / 17:00 ~ 21:30 토~일 11:30 ~ 21:30,7호선 내방역 6번 출구  ,,"삼선짜장면, 삼선짬뽕, 전가복, 팔보채"
6389,ko,성북동돼지갈비집,https://korean.visitseoul.net/restaurants/성북동돼지갈비집/KOP006386?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006386,136-821 서울 성북구 성북동 114-2 114-2,02879 서울 성북구 성북로 115 (성북동) ,02-764-2420,,08:00 ~ 21:00,4호선 한성대입구역 5번 출구  ,,"돼지갈비, 불고기백반"
36858,ko,느린마을 양조장 강남점,https://korean.visitseoul.net/restaurants/느린마을양조장강남점/KOP036858?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP036858, 서울 서초구 서초동 1316-28 ,06616 서울 서초구 서초대로73길 7 (서초동) 우승빌딩 지하 1층,02-587-7720,https://www.slowbrewpub.com/,월~토: 17:00 - 24:00 / 일: 16:00~23:00,"2호선, 신분당선 강남역 9번 출구",한국어,"느린마을 막걸리, 모듬전, 느린마을 수육"
6357,ko,성북동누룽지백숙,https://korean.visitseoul.net/restaurants/성북동누룽지백숙/KOP006357?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006357, 서울 성북구 성북동 281-1 ,02879 서울 성북구 성북로31길 9 ,02-764-0707,https://sbdnrgbs.modoo.at/,11:30 ~ 21:00 (Last Oder 20:00),4호선 한성대입구역 6번 출구  ,,"성북동누룽지백숙, 들깨메밀수제비, 메밀전"
12850,ko,[백년가게] 이문설렁탕,https://korean.visitseoul.net/restaurants/이문설렁탕/KOP012846?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP012846,110-170 서울 종로구 견지동 88 88,03149 서울 종로구 우정국로 38-13 (견지동) ,02-733-6526,http://imun.modoo.at/,"평일 08:00~15:00, 16:30~21:00, 주말 08:0~15:00, 16:30~20:00",지하철 1호선 종각역에서 3-1번 출구로 나와서 정면으로 약 200m 걷고 우측 농협 옆 골목으로 30m 앞에 위치  ,,설렁탕
3393,ko,한양원,https://korean.visitseoul.net/restaurants/한양원-KR/KOP003389?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP003389,150-890 서울 영등포구 여의도동 44-36 44-36,07333 서울 영등포구 여의대방로65길 6 (센터빌딩) 1층,0507-1469-9311,,평일 11:30 ~ 02:00 토요일 11:30 ~ 22:00,9호선 샛강역 2번 출구  ,,"특양구이,대창구이,막창구이"
4125,ko,스시겐,https://korean.visitseoul.net/restaurants/스시겐1/KOP004122?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004122,121-839 서울 마포구 서교동 392-32 ,"04037 서울 마포구 양화로7길 6-12 (서교동, 삼이빌딩) ",02-3144-7733 ,,월~토 11:30 ~ 15:00 / 17:00 ~ 22:00,"6, 2호선 합정역 2번 출구  ",,"정식코스, 모듬초밥"
41756,ko,쌍문동커피,https://korean.visitseoul.net/restaurants/쌍문동커피/KOP041756?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP041756, 서울 도봉구 창동 658-49 ,01454 서울 도봉구 도봉로116길 5 (창동) ,010-8248-1509,https://blog.naver.com/rksek0924,"평일 10:00~23:00, 주말 11:00~23:00",4호선 쌍문역 1번 출구,,
4042,ko,대우식당,https://korean.visitseoul.net/restaurants/대우식당/KOP004041?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004041,135-909 서울 강남구 역삼동 641-18 641-18,06131 서울 강남구 테헤란로25길 34 ,02-552-1663,,평일 11:00 ~ 15:00 / 17:00 ~ 20:30 일요일 11:30 ~ 15:00 / 17:00 ~ 20:30 ,2호선 역삼역 6번 출구  ,,"부대찌개, 김치찌개, 스테이크"
42703,ko,술마켓 군자 본점,https://korean.visitseoul.net/restaurants/술마켓군자본점/KOP042703?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP042703, 서울 광진구 중곡동 637-4 ,04920 서울 광진구 천호대로 515 (중곡동) ,0507-1425-8844,https://www.soolmarket.com/,12:00 ~ 24:00,5호선 군자역 1번 출구,한국어,"막걸리, 약주, 청주, 증류주 등 다양한 전통주 완비"
6383,ko,마미청국장,https://korean.visitseoul.net/restaurants/마미청국장/KOP006381?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006381,110-809 서울특별시 종로구 동숭동 18-2,03085 서울특별시 종로구 동숭4나길 2 (동숭동) ,02-765-0842,,07:30 ~ 22:30,4호선 혜화역 1번 출구  ,,"청국장, 버섯청국장, 김치청국장, 버섯불고기, 버섯모둠"
7464,ko,돈수백,https://korean.visitseoul.net/restaurants/돈수백1/KOP007461?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP007461,121-817 서울 마포구 동교동 164-24,04050 서울특별시 마포구 홍익로6길 56 (동교동) ,02-324-3131,http://www.donsoobaek.com,24시간 영업,2호선 홍대입구역 8번 출구  ,,돼지국밥
15411,ko,메종 드 라 카테고리,https://korean.visitseoul.net/restaurants/메종드라카테고리/KOP015411?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP015411,135-954 서울 강남구 청담동 85 ,06014 서울 강남구 선릉로 826 ,02-545-6640,http://instagram.com/maison_de_la_categorie,"11:00~17:00, 17:30~22:00",분당선 압구정로데오역 4번 출구,,"비프 파스타, 성게알 파스타"
20036,ko,BHC 사당점,https://korean.visitseoul.net/restaurants/BHC-사당점/KOP020036?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP020036,156-825 서울 동작구 사당동 1029-45 ,07015 서울 동작구 동작대로7길 16 (사당동) ,02-582-2004,http://www.bhc.co.kr,12:00 - 02:00,4호선 사당역 10번 출구에서 300m,한국어,"맵스터, 커리치킨, 해바라기 프라이드치킨"
12375,ko,영양센터,https://korean.visitseoul.net/restaurants/영양센터/KOP012371?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP012371,100-011 서울 중구 충무로1가 25-32 25-32,"04535 서울 중구 명동2길 52 (충무로1가, 대용빌딩) ",02-776-2015,,10:30 ~ 22:30,4호선 명동역 5번 출구  ,,전기구이통닭
3084,ko,곽경찬의 시골밥상,https://korean.visitseoul.net/restaurants/곽경찬의-시골밥상/KOP003084?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP003084,140-893 서울 용산구 한남동 738-17 ,04348 서울 용산구 이태원로 235 (한남동) ,02-793-5390,,10:00~21:10,6호선 이태원역 2번 출구,,"시골밥상, 굴비/갈치 각, 게장, 뚝불고기"
2597,ko,[백년가게] 참누렁소,https://korean.visitseoul.net/restaurants/참누렁소/KOP002597?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP002597,139-872 서울 노원구 하계동 276-6 ,01830 서울 노원구 공릉로63길 13 (유토피아빌딩) ,02-979-6400,,매일 11:00 ~ 22:00  ,7호선 하계역 3번 출구  ,,"돼지갈비, 생갈비, 살치살, 육회비빔밥정식"
12211,ko,와인북카페,https://korean.visitseoul.net/restaurants/와인북카페/KOP012208?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP012208, 서울특별시 강남구 논현동8-9 ,06040 서울특별시 강남구 논현로149길 5 (논현동) 엔타시아 빌딩 1층,02-549-0490,https://www.facebook.com/Winebookcafe ,17:00 ~ 24:00,7호선 학동역 7번 출구,,"비텔로 토나토, 그라브락스, 한우 1++ 채끝 등심 비스떼까"
13922,ko,유림낙지,https://korean.visitseoul.net/restaurants/유림낙지/KOP013919?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013919,110-110 서울특별시 종로구 서린동 129-1,03188 서울특별시 종로구 종로 24-8  (서린동) ,02-723-1741,,11:00 - 02:00,5호선 광화문 5번 출구  1호선 종각 6번 출구  ,,낙지
8613,ko,쯔루하시 후게츠,https://korean.visitseoul.net/restaurants/쯔루하시후게츠/KOP008613?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP008613, 서울 중구 명동2가 32-27 ,04536 서울 중구 명동8길 21-5 (명동2가) 2층,0507-1340-5920,http://www.fugetsu.co.kr ,"매일 11:30 ~ 14:30, 17:00 ~ 21:30",4호선 명동역 6번 출구 ,,"오코노미야키, 야끼소바, 일품요리"
6429,ko,송아저씨빈대떡,https://korean.visitseoul.net/restaurants/송아저씨빈대떡/KOP006425?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006425,120-180 서울특별시 서대문구 창천동 52-75,03788 서울특별시 서대문구 연세로7안길 29 (창천동) ,02-338-4919,,16:00 ~ 02:30 ,2호선 신촌역 1번 출구  ,,한식주점
5774,ko,레스쁘아 뒤 이부,https://korean.visitseoul.net/restaurants/레스쁘아뒤이부/KOP005770?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP005770,135-954 서울 강남구 청담동 90-25 90-25,06016 서울 강남구 선릉로152길 33 (청담동) ,02-517-6034,https://app.catchtable.co.kr/ct/shop/lespoir?from=share,매일 12:00 ~ 22:00 (Break Time 15:00 ~ 18:00),"분당선 압구정로데오역 3,4번 출구",,"킹크랩과 엔다이브 샐러드, 푸아그라"
6028,ko,세림,https://korean.visitseoul.net/restaurants/세림/KOP006026?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006026,100-180 서울 중구 다동 140 140,04522 서울 중구 남대문로9길 24 (다동) ,02-319-4603,,"평일 10:00~15:00, 17:00~22:00 / 토요일 11:00~20:00",2호선 을지로입구역 2번 출구,,"국수전골(1만5천원), 곱창전골 (1만 5천원)"
6070,ko,타니넥스트도어,https://korean.visitseoul.net/restaurants/타니넥스트도어-KR/KOP006067?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006067,100-092 서울 중구 남대문로2가 130 130 에비뉴엘 9층,04533 서울 중구 남대문로 73 (AVENUEL) 9층,0507-1433-6100,http://www.taninextdoor.com/,매일 11:30~15:00 / 17:00~21:30,2호선 을지로입구역 7번 출구  ,,"런치세트, 디너코스"
24556,ko,이비스스타일 앰배서더 명동 르스타일 레스토랑&바,https://korean.visitseoul.net/restaurants/Ibis-styles-Ambassador-Myeongdong-kr/KOP024556?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP024556,100-861 서울 중구 충무로2가 53-10 ,04553 서울 중구 삼일대로 302 (충무로2가) 21층,02-6020-8880,https://www.ambatel.com/ibisstyles/myeongdong/ko/main.do,중식 12:00 ~ 14:30 석식 18:00 ~ 22:30 바 18:00 ~ 22:30  일요일 12:00 ~ 17:00 까지만 운영,4호선 명동역 10번 출구,한국어,
10312,ko,용금옥,https://korean.visitseoul.net/restaurants/용금옥-kr/KOP010312?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP010312,110-043 서울 종로구 통인동 118-5,03036 서울특별시 종로구 자하문로 41-2 (통인동) ,02-777-4749,http://www.yonggeumok.co.kr,월~금 11:30 ~ 15:00 / 17:00 ~ 21:30 토요일 11:30 ~ 20:00,3호선 경복궁역 2번 출구  ,,"서울추어탕, 미꾸라지부침, 모둠전, 추어튀김, 탕평채 "
11756,ko,영천영화식육식당,https://korean.visitseoul.net/restaurants/영천영화식육식당/KOP011756?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP011756,135-952 서울 강남구 청담동 50-13 ,06070 서울 강남구 도산대로90길 3 (상민빌딩) ,02-3442-0381,http://www.ycyh.co.kr/default/,,7호선 청담역 9번 출구,,"한우 육회, 한우 갈비살, 한우 안창살, 한우 꽃등심"
2636,ko,한우리(본점),https://korean.visitseoul.net/restaurants/한우리본점--HanwooriMain/KOP002632?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP002632, 서울특별시 강남구 논현2동 91-18,06054 서울특별시 강남구 도산대로 304 (논현동) ,02-545-3334,http://www.hwrfood.com,"평일 11:30~14:30, 17:30~22:00 / 주말 11:30~22:00",7호선 강남구청역 3번 출구  ,,버섯쇠고기국수전골 로스편채 생샤브샤브
3019,ko,진진만두,https://korean.visitseoul.net/restaurants/진진만두-KR/KOP003016?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP003016,150-886 서울 영등포구 여의도동 36-4 오륜빌딩 3층,"07331 서울 영등포구 국제금융로8길 34 (여의도동, 오륜빌딩) 3층",02-780-7867,,11:00 ~ 15:00 / 17:00 ~ 21:00,9호선 샛강역 1번 출구 5호선 여의도역 5번 출구  ,,
8486,ko,레드마블하우스,https://korean.visitseoul.net/restaurants/레드마블하우스/KOP008486?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP008486,135-514 서울 강남구 역삼동 734 ,06224 서울 강남구 논현로 408 ,1644-3392,http://www.redmarble.co.kr/,평일 11:30~14:30 / 17:30~22:00 주말11:30~22:00,2호선 역삼역 1번 출구,,"레드마블 명품 살치살, 로스편채, 레드마블 한우국수전골"
4591,ko,피양콩할마니,https://korean.visitseoul.net/restaurants/피양할머니/KOP004591?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004591, 서울 강남구 대치동 894-14 ,06196 서울 강남구 삼성로81길 30 (대치동) ,02-508-0476,https://piyang.modoo.at/,매일 11:30~22:00 ,2호선 선릉역 1번 출구,,"콩비지, 들깨수제비, 만두국, 콩비지전골, 피양접시만두"
2422,ko,사리원,https://korean.visitseoul.net/restaurants/사리원--Sariwon/KOP002422?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP002422, 서울특별시 강남구 도곡2동 411-5,06296 서울특별시 강남구 남부순환로 2712 (도곡동) ,02-573-2202,http://www.sariwon.co.kr/,매일 11:00~21:30,3호선 매봉역 4번 출구  ,,"사리원 불고기, 등심 양념불고기, 불고기 쌈밥정식"
2492,ko,[백년가게] 삼원가든,https://korean.visitseoul.net/restaurants/삼원가든--Samwongarden/KOP002488?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP002488,135-120 서울 강남구 신사동 623-5,06023 서울특별시 강남구 언주로 835 (신사동) ,02-548-3030,http://www.samwongarden.com/,"월~금 11:30~15:00, 17:00~22:00 / 토요일 11:30~16:00, 17:00~22:00 / 일요일 11:00~16:00, 17:00~21:00",3호선 압구정역 2번 출구  ,,불고기 Bulgogi 勁肉/ 燒肉  양념갈비 Grilled seasoned beef ribs 調味排骨/ 味付けカルビ  생등심 Grilled fresh beef sirloin 新鮮里脊/ 生ロス
8564,ko,사랑방칼국수,https://korean.visitseoul.net/restaurants/사랑방칼국수/KOP008564?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP008564,100-013 서울 중구 충무로3가 23-1 ,04555 서울 중구 퇴계로27길 46 ,02-2272-2020,,평일 10:30~21:40 토 10:30~21:00 일 10:30~16:00,3호선 충무로역 6번 출구    ,,"칼국수, 닭곰탕, 백숙백반, 통닭 백숙"
28329,ko,독수리다방,https://korean.visitseoul.net/restaurants/독수리다방/KOP028329?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP028329,  ,03776 서울 서대문구 연세로 36 독수리빌딩 8층 ,02-363-1222,futureheritage.seoul.go.kr/web/investigate/aroundHeritageView.do?htId=2253,11:00~24:00,2호선 신촌역 3번 출구에서 361m,,
12354,ko,속초생태집,https://korean.visitseoul.net/restaurants/속초생태집-K/KOP012350?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP012350,100-080 서울특별시 중구 북창동 94-20,04526 서울특별시 중구 남대문로 25-17 (북창동) ,0507-1404-8944,,월~ 금 10:30 ~ 21:10 토요일 10:30 ~ 20:10,1호선 시청역 7번 출구,,
2570,ko,예당,https://korean.visitseoul.net/restaurants/예당--Yedang/KOP002567?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP002567, 서울 강남구 신사동 628-16 628-20,06026 서울 강남구 언주로153길 7 (신사동) 2층 ,0507-1443-2526,,11:30 ~ 15:00 / 17:30 ~ 21:30,3호선 압구정역 3번 출구  ,,
6547,ko,스시효(서초점),https://korean.visitseoul.net/restaurants/스시효서초점-KR/KOP006544?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006544, 서울 서초구 서초동 1327 ,06621 서울 서초구 서초대로74길 23 (서초타운트라팰리스) ,02-521-3593,,월~토 11:30 ~ 14:30 / 18:00 ~ 22:00 ,"2호선, 신분당선 강남역 5,6번 출구  ",,"스시코스, 스페셜코스"
12104,ko,삼오쭈꾸미,https://korean.visitseoul.net/restaurants/삼오쭈꾸미-K/KOP012103?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP012103,120-020 서울특별시 서대문구 미근동 31-6,03739 서울특별시 서대문구 통일로 107-19 (미근동) ,02-362-2120,,11:30 ~ 14:00 / 17:00 ~ 22:00,5호선 서대문역 7번 출구  ,,
30870,ko,별난오리,https://korean.visitseoul.net/restaurants/별난오리/KOP030870?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP030870,110-842 서울 종로구 창신동 464-30 ,03119 서울 종로구 종로46길 12 (창신동) 2층,+82-2-765-5292,http://instagram.com/ddmspecialduck,월~토 11:00 ~ 23:00,"1,4호선 동대문역 7번 출구",,"오리구이, 별난오리탕, 전기훈제오리구이"
30956,ko,강가 역삼점,https://korean.visitseoul.net/restaurants/강가-역삼점/KOP030956?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP030956, 서울 강남구 역삼동 679 ,"06141 서울 강남구 논현로 508 (역삼동, GS강남타워) ",02-2005-0610,http://www.ganga.co.kr/,평일 11:00 - 14:30 / 17:00 - 21:00  주말 11:30 - 15:00 / 17:00 - 21:00,2호선 역삼역 7번 출구,,"치킨 마크니 23,500원 탄두리 치킨 26,500원  탄두리 프로운 32,000원"
11850,ko,헬로우,https://korean.visitseoul.net/restaurants/헬로우/KOP011850?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP011850,135-889 서울 강남구 신사동 541-2 ,06036 서울 강남구 논현로151길 55 (호경빌딩) ,02-541-4427,https://www.instagram.com/winebar_hello/,월~목 18:00 ~ 02:00 금 18:00 ~ 03:00 토 17:00 ~ 03:00 일 17:00 ~ 02:00,3호선 신사역 8번 출구,,
3531,ko,고래불,https://korean.visitseoul.net/restaurants/고래불/KOP003531?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP003531,135-935 서울 강남구 역삼동 828-52 828-53,06239 서울 강남구 논현로79길 62 (역삼동) ,0507-1416-3677,http://koraebul.com,평일 11:30 ~ 14:30 / 17:00 ~ 22:00 주말 11:30 ~ 21:00,"신분당선, 2호선 강남역 4번 출구  ",,"바다풍경, 바다물곰탕, 고래고기"
14366,ko,랩24,https://korean.visitseoul.net/restaurants/랩트웬티포1/KOP014364?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP014364, 서울 강남구 신사동 643-1 ,06017 서울 강남구 압구정로42길 23 (신사동) ,02-511-4523,https://www.instagram.com/labxxiv/,매일 11:30 ~ 22:30 (Break time 15:00~18:00),분당선 압구정로데오역 5번 출구  ,,
3537,ko,맘마키키,https://korean.visitseoul.net/restaurants/맘마키키/KOP003537?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP003537,137-806 서울 서초구 반포동 93-5 93-5,"06577 서울 서초구 서래로10길 9 (반포동, 서래) ",02-537-7912,,매일 18:00 ~ 01:00,"7,3,9호선 고속터미널역 5번 출구  ",,"치즈모둠, 카프레제, 펜네 파스타"
4596,ko,행화촌,https://korean.visitseoul.net/restaurants/행화촌/KOP004596?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004596,100-022 서울 중구 명동2가 107-1 ,04535 서울 중구 남대문로 52-5 (대한문화예술공사) ,02-771-0172,http://henghwachon.cityfood.co.kr/,월~토 11:00 ~ 21:30,4호선 명동역 5번 출구   ,,"탕수육, 간짜장, 양장피"
4020,ko,하코야 역삼세무서점,https://korean.visitseoul.net/restaurants/하코야-KR/KOP004018?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004018,135-928 서울 강남구 역삼동 775-2 ,"06227 서울 강남구 논현로72길 16 (역삼동, 초원빌딩) ",02-554-5580,,매일 11:00 ~ 22:00 ,2호선 역삼역 1번 출구  ,,"냉소바, 뼈감자탕라멘, 하코야탄탄멘, 매콤소보루라멘"
7925,ko,사마리칸트,https://korean.visitseoul.net/restaurants/사마리칸트/KOP007925?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP007925,100-411 서울 중구 광희동1가 162 ,04561 서울 중구 마른내로 159-10 ,02-2277-4261,,매일 11:00 ~ 23:00,"2,4,5호선 동대문역사문화공원역 5번 출구 ",,"양고기꼬치, 양고기샤브샤브"
3770,ko,와인나라,https://korean.visitseoul.net/restaurants/비니위니/KOP003766?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP003766,137-806 서울 서초구 반포동 92-12 92-12,06577 서울 서초구 서래로8길 1 (반포동) ,02-592-9035,http://www.winenara.com/,월~금 10:00 ~ 21:00 토요일 11:00 ~ 19:00,"3, 7, 9호선 고속터미널역 5번 출구  ",,와인바
15856,ko,영지네포장마차,https://korean.visitseoul.net/restaurants/영지네포장마차/KOP015856?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP015856,135-957 서울 강남구 청담동 126-3 ,06013 서울 강남구 도산대로89길 24 ,070-8154-4861,,18:00~03:00 ,7호선 청담역 13번 출구에서 1km 이내,,"백복이 된장 꽃게탕, 능이버섯 꼬꼬탕, 우리집 닭볶음탕"
11193,ko,클럽 NB,https://korean.visitseoul.net/restaurants/클럽-NB-K/KOP011191?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP011191, 서울 마포구 서교동 362-4 ,04041 서울 마포구 와우산로 72 ,0507-1323-8213,,"일~목 22:00~06:00, 금~토 21:30~07:00",6호선 상수역 2번출구에서 500m 이내,,
7073,ko,광장동가온,https://korean.visitseoul.net/restaurants/가온1/KOP007069?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP007069,143-802 서울 광진구 광장동 102 현대골든텔 106호,"04969 서울특별시 광진구 아차산로78길 75, 현대골든텔 106호 (광장동) ",02-3436-7100,,11:20 ~ 22:30,5호선 광나루역 2번 출구 ,,국수
12295,ko,영덕회식당,https://korean.visitseoul.net/restaurants/영덕회식당/KOP012294?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP012294,100-863 서울특별시 중구 충무로4가 56-3,04558 서울특별시 중구 창경궁로1길 6 (충무로4가) ,02-2267-0942,,평일 12:00 ~ 21:00 토요일 12:00 ~ 17:00,3호선 충무로 8번 출구  ,,
13163,ko,티앙팡오후의홍차,https://korean.visitseoul.net/restaurants/티앙팡오후의홍차1/KOP013161?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013161, 서울 서대문구 대현동 54-4 54-28,"03767 서울 서대문구 이화여대길 34 (대현동, 신흥빌딩) 2층 ",02-364-4196,http://tianhua.dothome.co.kr/,매일 12:00 ~ 22:30,2호선 이대역 3번 출구  ,,"아이스 차이, 바닐라 차이, 아이스 로열 밀크티"
13064,ko,은호식당,https://korean.visitseoul.net/restaurants/은호식당-K/KOP013061?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013061, 서울특별시 중구 남창동 50-43,04528 서울특별시 중구 남대문시장4길 28-4 (남창동) ,02-753-3263,http://xn--ok1b941aijd7tt.com/,평일 06:00 ~ 21:00 주말 06:00 ~ 16:00,4호선 회현역 5번 출구  ,한국어,"한식(해장국,꼬리?탕)"
13567,ko,마산집,https://korean.visitseoul.net/restaurants/마산집/KOP013564?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013564,100-080 서울특별시 중구 북창동 79,04526 서울특별시 중구 세종대로14길 22-5 (북창동) ,02-755-1514,,11:30 ~ 14:30 / 17:00 ~ 22:00,1호선 시청역 7번 출구  ,,소고기국밥
14498,ko,따뚱,https://korean.visitseoul.net/restaurants/따뚱1/KOP014498?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP014498,137-902 서울특별시 서초구 잠원동 6-1,06524 서울특별시 서초구 강남대로107길 6 (잠원동) 본관 2층,02-6710-1888,,매일 12:00~15:00 / 18:00~22:00,3호선 신사 5번 출구  ,,"상견례코스, 베이징덕, 런치코스"
42262,ko,[백년가게] 진성식당,https://korean.visitseoul.net/restaurants/백년가게-진성식당/KOP042262?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP042262, 서울 강남구 청담동 76-11 ,06074 서울 강남구 학동로81길 7 (청담동) ,02-511-8157,,11:00 ~ 22:00,7호선 청담역 10번 출구,,"칼국수, 보쌈"
